sample_name,exp_date,Count,Geo_Mean,Robust_CV,Median,OR,RTP1S,Gfy,Clgn,Syt1,Syt5,pCI,Total,others,gene-mix,RTP2,Syt_genes
ORS6_RGC_Slc24a2,06102022,10000,700.0,230.0,429.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Klhl5,06102022,10000,764.0,288.0,438.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377,06102022,10000,135.0,62.9,123.0,1000,0,0.0,0.0,,,1000.0,1000,0.0,,,
Olfr1377_Hspa12a,06102022,10000,143.0,62.5,129.0,1000,0,0.0,0.0,,,700.0,1300,300.0,,,
Olfr1377_R,06102022,10000,1216.0,73.4,1295.0,1000,100,0.0,0.0,,,600.0,1400,300.0,,,
Olfr1377_RGC,06102022,10000,1309.0,76.3,1405.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_RGC_Hspa12a,06102022,10000,1350.0,76.4,1453.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_RGC_Acsl6,06102022,10000,1265.0,74.0,1340.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_RGC_Cfap206,06102022,10000,1270.0,76.8,1340.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_RGC_Efcab10,06102022,10000,1298.0,78.3,1376.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_RGC_Slc24a2,06102022,10000,1203.0,77.9,1266.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_RGC_Klhl5,06102022,10000,1150.0,71.8,1213.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Rho-pCI,09052022,10346,117.0,68.6,109.0,0,0,0.0,0.0,,,1000.0,1000,0.0,0.0,,
Olfr1377,09052022,10183,171.0,61.4,156.0,1000,0,0.0,0.0,,,1000.0,2000,0.0,0.0,,
Olfr1377_Mix,09052022,10246,206.0,58.2,187.0,1000,0,0.0,0.0,,,400.0,2000,0.0,600.0,,
Olfr1377_R,09052022,10131,1291.0,76.6,1310.0,1000,100,0.0,0.0,,,900.0,2000,0.0,0.0,,
Olfr1377_R_Mix,09052022,10172,1387.0,75.6,1432.0,1000,100,0.0,0.0,,,300.0,2000,0.0,600.0,,
Olfr1377_RGC,09052022,10141,1379.0,78.1,1424.0,1000,100,150.0,150.0,,,600.0,2000,0.0,0.0,,
Olfr1377_RGC_Mix,09052022,10057,1570.0,78.3,1646.0,1000,100,150.0,150.0,,,0.0,2000,0.0,600.0,,
Olfr1377_RGC_Hspa12a,09052022,10057,1382.0,77.0,1442.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Sult1d1,09052022,10048,1343.0,78.7,1386.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Acsl6,09052022,10056,1286.0,74.6,1307.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Cfap206,09052022,10045,1325.0,79.4,1371.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Pde6d,09052022,10049,1291.0,75.9,1327.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Slc24a2,09052022,10047,1117.0,83.4,1108.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Ttc21a,09052022,10041,1277.0,78.9,1307.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Fam217a,09052022,10049,1182.0,82.3,1188.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Herpud1,09052022,10024,1178.0,73.7,1186.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Tmbim6,09052022,10000,740.0,84.2,677.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Manea,09052022,10000,879.0,89.5,828.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Clstn2,09052022,10000,1105.0,75.4,1108.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Ccdc184,09052022,10000,1305.0,76.4,1348.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
Olfr1377_RGC_Ebf2,09052022,10000,1016.0,70.4,1044.0,1000,100,150.0,150.0,,,300.0,2000,300.0,0.0,,
P3_Rho_pCI,05112022,10000,-655.0,-70.0,-558.0,0,0,0.0,0.0,,,0.0,0,,,,
P3_Olfr1377,05112022,10000,-508.0,-192.0,-412.0,1000,0,0.0,0.0,,,1000.0,2000,,,,
P3_Olfr1377_R,05112022,10000,1567.0,98.2,1942.0,1000,100,0.0,0.0,,,900.0,2000,,,,
P3_Olfr1377_R_Gfy_Clgn,05112022,10000,1822.0,88.1,2480.0,1000,100,450.0,450.0,,,0.0,2000,,,,
P3_ORS6_R,05112022,10000,612.0,599.0,358.0,1000,100,0.0,0.0,,,900.0,2000,,,,
P3_ORS6_R_Gfy_Clgn,05112022,10000,628.0,673.0,352.0,1000,100,450.0,450.0,,,0.0,2000,,,,
P3_OR5A2_R,05112022,10000,-666.0,-75.4,-587.0,1000,100,0.0,0.0,,,900.0,2000,,,,
P3_OR5A2_R_Gfy_Clgn,05112022,10000,-696.0,-63.4,-616.0,1000,100,450.0,450.0,,,0.0,2000,,,,
P3_OR6Y1_R,05112022,10000,-722.0,-66.5,-644.0,1000,100,0.0,0.0,,,900.0,2000,,,,
P3_OR6Y1_R_Gfy_Clgn,05112022,10000,-689.0,-68.6,-603.0,1000,100,450.0,450.0,,,0.0,2000,,,,
P3_OR7D4_R,05112022,10044,-681.0,-67.0,-603.0,1000,100,0.0,0.0,,,900.0,2000,,,,
P3_OR7D4_R_Gfy_Clgn,05112022,10000,-634.0,-68.9,-538.0,1000,100,450.0,450.0,,,0.0,2000,,,,
P3_Olfr1377_R_Gfy_HighClgn,05112022,10000,1361.0,102.0,1913.0,1000,100,300.0,600.0,,,0.0,2000,,,,
P3_Olfr1377_LowR_Gfy_Clgn,05112022,10000,1122.0,113.0,1515.0,1000,50,475.0,475.0,,,0.0,2000,,,,
P3_Olfr1377_LowR_LowGfy_LowClgn,05112022,10000,802.0,142.0,916.0,1500,50,225.0,225.0,,,0.0,2000,,,,
P3_Olfr1377_LowR_LowGfy_Clgn,05112022,10000,1011.0,136.0,1225.0,1500,50,50.0,400.0,,,0.0,2000,,,,
RhopCI,06172023,2055,125.0,68.6,109.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,,
Olfr1377,06172023,11075,196.0,67.5,169.0,500,0,0.0,0.0,0.0,0.0,0.0,500,,,,
Olfr1377_Gfy,06172023,10000,245.0,61.3,217.0,500,0,300.0,0.0,0.0,0.0,0.0,800,,,,
Olfr1377_Clgn,06172023,10000,206.0,65.4,181.0,500,0,0.0,66.0,0.0,0.0,0.0,566,,,,
Olfr1377_Syt1,06172023,10000,256.0,63.4,222.0,500,0,0.0,0.0,300.0,0.0,0.0,800,,,,
Olfr1377_Syt5,06172023,10013,256.0,60.6,222.0,500,0,0.0,0.0,0.0,66.0,0.0,566,,,,
Olfr1377_Gfy_Clgn,06172023,10000,239.0,61.3,208.0,500,0,300.0,66.0,0.0,0.0,0.0,866,,,,
Olfr1377_Syt1_Syt5,06172023,10000,263.0,65.8,228.0,500,0,0.0,0.0,300.0,66.0,0.0,866,,,,
Olfr1377_Gfy_Clgn_Syt1_Syt5,06172023,10000,249.0,67.2,213.0,500,0,300.0,66.0,300.0,66.0,0.0,1233,,,,
Olfr1377_R,06172023,10000,1435.0,84.1,1564.0,500,100,0.0,0.0,0.0,0.0,0.0,600,,,,
Olfr1377_R_Syt1,06172023,10000,1594.0,82.8,1815.0,500,100,0.0,0.0,300.0,0.0,0.0,900,,,,
Olfr1377_R_Syt5,06172023,10000,1667.0,80.8,1906.0,500,100,0.0,0.0,0.0,66.0,0.0,666,,,,
Olfr1377_R_Syt1_Syt5,06172023,10000,1500.0,93.1,1683.0,500,100,0.0,0.0,300.0,66.0,0.0,966,,,,
Olfr1377_R_Gfy,06172023,10000,1587.0,85.8,1801.0,500,100,300.0,0.0,0.0,0.0,0.0,900,,,,
Olfr1377_R_Clgn,06172023,10005,1466.0,84.2,1621.0,500,100,0.0,66.0,0.0,0.0,0.0,666,,,,
Olfr1377_RGC,06172023,10000,1628.0,87.3,1835.0,500,100,300.0,66.0,0.0,0.0,0.0,966,,,,
Olfr1377_RGC_Syt1,06172023,10000,1740.0,94.7,1998.0,500,100,300.0,66.0,300.0,0.0,0.0,1266,,,,
Olfr1377_RGC_Syt5,06172023,10000,1925.0,89.7,2240.0,500,100,300.0,66.0,0.0,66.0,0.0,1033,,,,
Olfr1377_RGC_Syt1_Syt5,06172023,10000,1922.0,84.9,2283.0,500,100,300.0,66.0,300.0,66.0,0.0,1333,,,,
OR1A1,06172023,10000,405.0,62.2,369.0,1200,0,0.0,0.0,0.0,0.0,0.0,1200,,,,
OR1A1_Lcn15,06172023,10000,387.0,63.7,350.0,1200,0,0.0,0.0,0.0,0.0,0.0,1200,,,,
RhopCI,01202023,10000,91.8,84.1,91.2,0,0,0.0,0.0,,0.0,0.0,0,0.0,,,
Olfr1377,01202023,10000,166.0,65.5,152.0,1000,0,0.0,0.0,,0.0,1000.0,2000,0.0,,,
Olfr1377_Syt5,01202023,10000,166.0,66.7,153.0,1000,0,0.0,0.0,,600.0,400.0,2000,0.0,,,
Olfr1377_R,01202023,10000,755.0,85.5,677.0,1000,100,0.0,0.0,,0.0,900.0,2000,0.0,,,
Olfr1377_R_Syt5,01202023,10000,1144.0,80.5,1165.0,1000,100,0.0,0.0,,600.0,300.0,2000,0.0,,,
Olfr1377_G_Syt5,01202023,10000,167.0,72.9,152.0,1000,0,150.0,0.0,,600.0,250.0,2000,0.0,,,
Olfr1377_C_Syt5,01202023,10000,152.0,71.1,139.0,1000,0,0.0,150.0,,600.0,250.0,2000,0.0,,,
Olfr1377_GC_Syt5,01202023,10000,146.0,72.5,135.0,1000,0,150.0,150.0,,600.0,100.0,2000,0.0,,,
Olfr1377_RGC,01202023,10000,827.0,91.4,775.0,1000,100,150.0,150.0,,0.0,600.0,2000,0.0,,,
Olfr1377_RGC_Syt5,01202023,10000,1332.0,95.3,1459.0,1000,100,150.0,150.0,,600.0,0.0,2000,0.0,,,
Olfr1377_RGC_Syt5_DDit3-1,01202023,10000,1273.0,98.3,1384.0,1000,100,150.0,150.0,,300.0,0.0,2000,300.0,,,
ORS6,01202023,10000,161.0,74.2,140.0,1000,0,0.0,0.0,,0.0,1000.0,2000,0.0,,,
ORS6_R,01202023,10000,729.0,286.0,402.0,1000,100,0.0,0.0,,0.0,900.0,2000,0.0,,,
ORS6_RGC,01202023,10000,741.0,252.0,445.0,1000,100,150.0,150.0,,0.0,600.0,2000,0.0,,,
ORS6_RGC_Syt5,01202023,10000,754.0,319.0,402.0,1000,100,150.0,150.0,,600.0,0.0,2000,0.0,,,
OR7D4_RGC,01202023,10000,117.0,70.5,112.0,1000,100,150.0,150.0,,0.0,600.0,2000,0.0,,,
OR7D4_RGC_Syt5,01202023,10000,132.0,71.9,123.0,1000,100,150.0,150.0,,600.0,0.0,2000,0.0,,,
OR5A2_RGC,01202023,10000,99.8,77.6,96.4,1000,100,150.0,150.0,,0.0,600.0,2000,0.0,,,
OR5A2_RGC_Syt5,01202023,10000,108.0,72.3,105.0,1000,100,150.0,150.0,,600.0,0.0,2000,0.0,,,
OR6Y1_RGC,01202023,10000,93.9,82.9,92.5,1000,100,150.0,150.0,,0.0,600.0,2000,0.0,,,
OR6Y1_RGC_Syt5,01202023,10000,102.0,73.4,100.0,1000,100,150.0,150.0,,600.0,0.0,2000,0.0,,,
RhopCI,02152023,10000,148.0,69.3,127.0,0,0,0.0,0.0,0.0,0.0,2000.0,2000,0.0,0.0,,
Olfr1377,02152023,10000,219.0,57.0,198.0,1000,0,0.0,0.0,0.0,0.0,1000.0,2000,0.0,0.0,,
Olfr1377_RGC,02152023,10000,1799.0,80.7,2103.0,1000,100,150.0,150.0,0.0,0.0,600.0,2000,0.0,0.0,,
Olfr1377_RGC_SytMix,02152023,10000,1834.0,85.1,2091.0,1000,100,150.0,150.0,0.0,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_Syt1_InteractionMix,02152023,10000,1125.0,92.7,1119.0,1000,100,150.0,150.0,0.0,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_Syt1,02152023,10000,2171.0,82.0,2509.0,1000,100,150.0,150.0,300.0,0.0,300.0,2000,0.0,0.0,,
Olfr1377_RGC_Syt1_Syt5,02152023,10000,2150.0,86.0,2534.0,1000,100,150.0,150.0,300.0,300.0,0.0,2000,0.0,0.0,,
Olfr1377_RGC_Syt1_Stx1a,02152023,10000,767.0,107.0,646.0,1000,100,150.0,150.0,300.0,0.0,0.0,2000,300.0,0.0,,
Olfr1377_RGC_Syt1_Stx1b,02152023,10000,1318.0,86.5,1381.0,1000,100,150.0,150.0,300.0,0.0,0.0,2000,300.0,0.0,,
Olfr1377_RGC_Syt1_Chga,02152023,10000,2116.0,81.4,2524.0,1000,100,150.0,150.0,300.0,0.0,0.0,2000,300.0,0.0,,
Olfr1377_RGC_Syt1_Snap25,02152023,10000,1913.0,82.4,2214.0,1000,100,150.0,150.0,300.0,0.0,0.0,2000,300.0,0.0,,
Olfr1377_RGC_Syt1_Vamp1,02152023,10000,1893.0,88.0,2152.0,1000,100,150.0,150.0,300.0,0.0,0.0,2000,300.0,0.0,,
Olfr1377_RGC_Syt1_Vamp2,02152023,10000,1534.0,89.9,1718.0,1000,100,150.0,150.0,300.0,0.0,0.0,2000,300.0,0.0,,
Olfr1377_RGC_Syt1_Pskh1,02152023,10000,1761.0,83.2,2010.0,1000,100,150.0,150.0,300.0,0.0,0.0,2000,300.0,0.0,,
Olfr1377_RGC_Syt1_Vamp2,02152023,10000,1688.0,85.6,1917.0,1000,100,150.0,150.0,300.0,0.0,0.0,2000,300.0,0.0,,
Olfr1377_RGC_Syt1_pCI,02152023,10000,1799.0,78.8,2044.0,1000,100,150.0,150.0,300.0,0.0,0.0,2000,300.0,0.0,,
ORS6,02152023,10000,214.0,70.7,181.0,1000,0,0.0,0.0,0.0,0.0,0.0,1000,0.0,0.0,,
ORS6_RGC,02152023,10000,933.0,280.0,591.0,1000,100,150.0,150.0,0.0,0.0,600.0,2000,0.0,0.0,,
ORS6_RGC_SytMix,02152023,10000,1271.0,286.0,974.0,1000,100,150.0,150.0,0.0,0.0,0.0,2000,0.0,600.0,,
ORS6_RGC_Syt1_InteractionMix,02152023,10000,540.0,157.0,337.0,1000,100,150.0,150.0,0.0,0.0,0.0,2000,0.0,600.0,,
ORS6_RGC_Syt1,02152023,10000,881.0,301.0,522.0,1000,100,150.0,150.0,300.0,0.0,300.0,2000,0.0,0.0,,
RhopCI,06032023,10000,148.0,59.0,136.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,,
Olfr1377,06032023,10000,253.0,59.4,220.0,500,0,0.0,0.0,0.0,0.0,0.0,500,,,,
Olfr1377_Gfy,06032023,10000,257.0,58.0,228.0,500,0,300.0,0.0,0.0,0.0,0.0,800,,,,
Olfr1377_Clgn,06032023,10000,252.0,61.6,220.0,500,0,0.0,66.0,0.0,0.0,0.0,566,,,,
Olfr1377_Syt1,06032023,10000,279.0,62.6,244.0,500,0,0.0,0.0,300.0,0.0,0.0,800,,,,
Olfr1377_Syt5,06032023,10000,248.0,59.3,222.0,500,0,0.0,0.0,0.0,66.0,0.0,566,,,,
Olfr1377_Gfy_Clgn,06032023,10000,261.0,60.4,230.0,500,0,300.0,66.0,0.0,0.0,0.0,866,,,,
Olfr1377_Syt1_Syt5,06032023,10000,297.0,63.7,258.0,500,0,0.0,0.0,300.0,66.0,0.0,866,,,,
Olfr1377_Gfy_Clgn_Syt1_Syt5,06032023,10000,264.0,62.5,232.0,500,0,300.0,66.0,300.0,66.0,0.0,1233,,,,
Olfr1377_R,06032023,10000,1535.0,78.0,1718.0,500,100,0.0,0.0,0.0,0.0,0.0,600,,,,
Olfr1377_R_Syt1,06032023,10000,1760.0,83.7,2056.0,500,100,0.0,0.0,300.0,0.0,0.0,900,,,,
Olfr1377_R_Syt5,06032023,10000,1577.0,78.6,1784.0,500,100,0.0,0.0,300.0,66.0,0.0,966,,,,
Olfr1377_R_Syt1_Syt5,06032023,10000,1849.0,87.2,2210.0,500,100,0.0,0.0,0.0,66.0,0.0,666,,,,
Olfr1377_R_Gfy,06032023,10000,1652.0,84.0,1881.0,500,100,300.0,0.0,0.0,0.0,0.0,900,,,,
Olfr1377_R_Clgn,06032023,10000,1544.0,78.7,1748.0,500,100,0.0,66.0,0.0,0.0,0.0,666,,,,
Olfr1377_RGC,06032023,10000,1658.0,82.5,1902.0,500,100,300.0,66.0,0.0,0.0,0.0,966,,,,
Olfr1377_RGC_Syt1,06032023,10000,1882.0,92.7,2214.0,500,100,300.0,66.0,300.0,0.0,0.0,1266,,,,
Olfr1377_RGC_Syt5,06032023,10000,1679.0,87.2,1931.0,500,100,300.0,66.0,0.0,66.0,0.0,1033,,,,
Olfr1377_RGC_Syt1_Syt5,06032023,10000,1739.0,96.5,2013.0,500,100,300.0,66.0,300.0,66.0,0.0,1333,,,,
Olfr1377_RGC,06032023,10000,1807.0,84.2,2107.0,500,100,300.0,66.0,0.0,0.0,0.0,966,,,,
Olfr1377_RGC_Syt1_Syt5,06032023,10000,1669.0,103.0,1895.0,500,100,300.0,66.0,300.0,66.0,0.0,1333,,,,
RhopCI,05062022,56679,95.0,121.0,74.5,0,0,0.0,0.0,,,0.0,0,,,0.0,
ORS6,05062022,50747,127.0,121.0,87.4,1000,0,0.0,0.0,,,1000.0,2000,,,0.0,
ORS6_R,05062022,60817,277.0,144.0,134.0,1000,250,0.0,0.0,,,750.0,2000,,,0.0,
ORS6_Gfy,05062022,46997,145.0,113.0,103.0,1000,0,250.0,0.0,,,750.0,2000,,,0.0,
ORS6_Clgn,05062022,48469,117.0,119.0,80.9,1000,0,0.0,250.0,,,750.0,2000,,,0.0,
ORS6_Gfy_Clgn,05062022,48932,113.0,123.0,75.8,1000,0,250.0,250.0,,,500.0,2000,,,0.0,
ORS6_R_Gfy,05062022,49472,352.0,212.0,160.0,1000,250,250.0,0.0,,,500.0,2000,,,0.0,
ORS6_R_Clgn,05062022,44613,374.0,244.0,161.0,1000,250,0.0,250.0,,,500.0,2000,,,0.0,
ORS6_R_Gfy_Clgn,05062022,53295,285.0,192.0,113.0,1000,250,250.0,250.0,,,250.0,2000,,,0.0,
ORS6_R_RTP2_Gfy_Clgn,05062022,62721,231.0,126.0,131.0,1000,250,250.0,250.0,,,0.0,2000,,,250.0,
Olfr1377,05062022,40122,135.0,104.0,96.4,1000,0,0.0,0.0,,,1000.0,2000,,,0.0,
Olfr1377_R,05062022,50515,548.0,143.0,395.0,1000,250,0.0,0.0,,,750.0,2000,,,0.0,
Olfr1377_R_Gfy_Clgn,05062022,64492,565.0,173.0,373.0,1000,250,250.0,250.0,,,250.0,2000,,,0.0,
OR7D4_R,05062022,40011,83.8,131.0,57.8,1000,250,0.0,0.0,,,750.0,2000,,,0.0,
OR7D4_R_Gfy_Clgn,05062022,43602,73.3,134.0,51.4,1000,250,250.0,250.0,,,250.0,2000,,,0.0,
OR5A2_R,05062022,42129,105.0,128.0,74.5,1000,250,0.0,0.0,,,750.0,2000,,,0.0,
OR5A2_R_Gfy_Clgn,05062022,43328,104.0,131.0,70.6,1000,250,250.0,250.0,,,250.0,2000,,,0.0,
OR6Y1_R,05062022,37507,65.0,155.0,52.6,1000,250,0.0,0.0,,,750.0,2000,,,0.0,
OR6Y1_R_Gfy_Clgn,05062022,42101,68.6,146.0,53.9,1000,250,250.0,250.0,,,250.0,2000,,,0.0,
RhopCI,02032023,10051,86.7,78.3,84.8,0,0,0.0,0.0,,0.0,2000.0,2000,,0.0,,0.0
Olfr1377,02032023,10042,159.0,66.0,143.0,1000,0,0.0,0.0,,0.0,1000.0,2000,,0.0,,0.0
Olfr1377_RGC,02032023,10070,1424.0,85.7,1492.0,1000,100,150.0,150.0,,0.0,600.0,2000,,0.0,,0.0
Olfr1377_RGC_Syt5,02032023,10064,2137.0,93.8,2480.0,1000,100,150.0,150.0,,600.0,0.0,2000,,0.0,,0.0
Olfr1377_RGC_SytMix,02032023,10120,1490.0,87.6,1621.0,1000,100,150.0,150.0,,0.0,0.0,2000,,600.0,,0.0
Olfr1377_RGC_Syt1,02032023,10066,2066.0,79.6,2387.0,1000,100,150.0,150.0,,0.0,0.0,2000,,0.0,,600.0
Olfr1377_RGC_Syt4,02032023,10053,1096.0,92.1,1110.0,1000,100,150.0,150.0,,0.0,0.0,2000,,0.0,,600.0
Olfr1377_RGC_Syt7,02032023,10243,1114.0,94.3,1134.0,1000,100,150.0,150.0,,0.0,0.0,2000,,0.0,,600.0
Olfr1377_RGC_Syt11,02032023,10041,972.0,88.1,1018.0,1000,100,150.0,150.0,,0.0,0.0,2000,,0.0,,600.0
Olfr1377_RGC_Syt14,02032023,10121,1194.0,77.9,1270.0,1000,100,150.0,150.0,,0.0,0.0,2000,,0.0,,600.0
Olfr1377_RGC_Syt16,02032023,10921,1036.0,82.6,1072.0,1000,100,150.0,150.0,,0.0,0.0,2000,,0.0,,600.0
Olfr1377_RGC_Sytl1,02032023,10027,1333.0,79.4,1418.0,1000,100,150.0,150.0,,0.0,0.0,2000,,0.0,,600.0
Olfr1377_RGC_Sytl2,02032023,10029,1228.0,87.6,1285.0,1000,100,150.0,150.0,,0.0,0.0,2000,,0.0,,600.0
ORS6,02032023,10027,152.0,77.5,127.0,1000,0,0.0,0.0,,0.0,1000.0,2000,,0.0,,0.0
ORS6_RGC,02032023,10032,929.0,382.0,506.0,1000,100,150.0,150.0,,0.0,600.0,2000,,0.0,,0.0
ORS6_RGC_Syt5,02032023,10034,1307.0,335.0,978.0,1000,100,150.0,150.0,,600.0,0.0,2000,,0.0,,0.0
ORS6_RGC_SytMIX,02032023,10041,1252.0,341.0,908.0,1000,100,150.0,150.0,,0.0,0.0,2000,,600.0,,0.0
OR7D4,02032023,10910,78.1,85.3,73.2,1000,0,0.0,0.0,,0.0,1000.0,2000,,0.0,,0.0
OR7D4_RGC,02032023,10228,89.4,79.5,83.5,1000,100,150.0,150.0,,0.0,600.0,2000,,0.0,,0.0
OR7D4_RGC_Syt5,02032023,10036,106.0,71.7,99.0,1000,100,150.0,150.0,,600.0,0.0,2000,,0.0,,0.0
OR7D4_RGC_SytMIX,02032023,10071,107.0,74.3,96.4,1000,100,150.0,150.0,,0.0,0.0,2000,,600.0,,0.0
Olfr5A2,02032023,10040,99.5,77.8,91.2,1000,0,0.0,0.0,,0.0,1000.0,2000,,0.0,,0.0
Olfr5A2_RGC,02032023,10060,98.5,78.9,89.9,1000,100,150.0,150.0,,0.0,600.0,2000,,0.0,,0.0
Olfr5A2_RGC_Syt5,02032023,10466,83.2,85.2,77.1,1000,100,150.0,150.0,,600.0,0.0,2000,,0.0,,0.0
Olfr5A2_RGC_SytMIX,02032023,11303,80.2,87.7,71.9,1000,100,150.0,150.0,,0.0,0.0,2000,,600.0,,0.0
Olfr749,02032023,10030,79.2,82.7,77.1,1000,0,0.0,0.0,,0.0,1000.0,2000,,0.0,,0.0
Olfr749_RGC,02032023,10056,249.0,131.0,121.0,1000,100,150.0,150.0,,0.0,600.0,2000,,0.0,,0.0
Olfr749_RGC_Syt5,02032023,10067,225.0,134.0,112.0,1000,100,150.0,150.0,,600.0,0.0,2000,,0.0,,0.0
Olfr749_RGC_SytMIX,02032023,10061,173.0,99.7,105.0,1000,100,150.0,150.0,,0.0,0.0,2000,,600.0,,0.0
Olfr743,02032023,10038,237.0,70.4,204.0,1000,0,0.0,0.0,,0.0,1000.0,2000,,0.0,,0.0
Olfr743_RGC,02032023,4378,5741.0,95.1,7381.0,1000,100,150.0,150.0,,0.0,600.0,2000,,0.0,,0.0
